Submission Date,Property ID,Built,Street Address,SQFT,Auditor,Auditor Phone,Audit Company,Audit Date,Window Type,Window Shading Type,Attic Insulation Type,Average R Value,Open Chase,Cooling System,Condenser Mfg Date ,EER ,Heating system,Heat Fuel Type,Furnace Mfg Date ,AFUE ,Duct Leakage (CFM),Duct  Leakage  (%),Duct System Type,Power Partner Participant,Cooling System2,Condenser Mfg Date 2,EER 2,Heating System2,Heat Fuel Type2,Furnace Mfg Date 2,AFUE 2,Pressure Leakage 2 (CFM),Leakage 2 (%),Duct System 2  Type,Door Weather Stripped,Attic Hatches Weather Stripped,Plumbing Penetrations Sealed,Water Heater Type,Toilet Type
03/15/2016 12:00:00 AM,322801,1970," 506   Seminole DR Austin, TX, 78745",1242,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,03/15/2016 12:00:00 AM,Single Pane Windows Installed ,"Solar Screens, Awnings, Trees providing shading. ",LF- Cellulose,22.75,No chases in residence.,CentralAir,2004,9,Central,Gas,90-05,80,253 CFM,18.10%,Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
09/15/2016 12:00:00 AM,285359,1964," 1718   Fawn DR Austin, TX, 78741",1245,Chad Roesch,(512) 636-9728,A-1 Energy Audits,09/15/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",trees providing shading. ,LF- Rockwool,29,No chases in residence.,CentralAir,2005,11.5,Central,Gas,90-05,80,184 CFM,18.40%,Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
08/16/2016 12:00:00 AM,141297,1982," 3809   Spicewood Springs  RD Unit 113 Austin, TX, 78759",1246,Coby Sackett,(512) 466-7679,Earth Energy Audits,08/16/2016 12:00:00 AM,Double Pane Windows Installed ,"Solar Screens, Awnings, Tree Cover  providing shading. ",LF- Rockwool,23.2,No chases in residence.,CentralAir,2016,11.5,Central,Electric,post-06,60,211 CFM,21.10%,Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetrations are sealed,Electric,2 High efficiency toilet(s)
03/07/2016 12:00:00 AM,291032,1966," 3202   Catalina  DR Austin, TX, 78741",1246,Coby Sackett,(512) 466-7679,Earth Energy Audits,03/07/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Tree Cover  providing shading. ",LF- Cellulose,24.5,No chases in residence.,CentralAir,2016,11.5,Central,Gas,post-06,80,273 CFM,27.30%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
05/16/2016 12:00:00 AM,237185,1962," 3104   CARLISLE DR Austin, TX, 78757",1247,Vance Acker,(512) 922-7522,Green Leaf Energy,05/16/2016 12:00:00 AM,Single Pane Windows Installed ,,LF- Cellulose,21,No chases in residence.,CentralAir,1997,9,Central,Gas,90-05,60,190 CFM,19.00%,Mylar Flex  Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetrations are sealed,NaturalGas,2 Low efficiency toilet(s)
10/28/2016 12:00:00 AM,373211,1995," 8145   HUDDLESTON   Austin, TX, 78748",1247,Vance Acker,(512) 922-7522,Green Leaf Energy,10/28/2016 12:00:00 AM,Single Pane Windows Installed ,,LF- Fiberglass & Insulsafe,19.8,No chases in residence.,CentralAir,1994,9,Central,Gas,90-05,80,250 CFM,25.00%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,2 Low efficiency toilet(s)
06/09/2016 12:00:00 AM,103553,1972," 2205   Trailside DR Unit B Austin, TX, 78704",1248,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,06/09/2016 12:00:00 AM,Single Pane Windows Installed ,"Awnings, Trees providing shading. ",LF- Rockwool,17.4,No chases in residence.,CentralAir,1996,9,Central,Gas,post-06,80, CFM,> 80 %,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetration sealing needed,Electric,2 High efficiency toilet(s)
06/09/2016 12:00:00 AM,103553,1972," 2205   Trailside DR Unit A Austin, TX, 78704",1248,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,06/09/2016 12:00:00 AM,Single Pane Windows Installed ,"Awnings, Trees providing shading. ",LF- Rockwool,17.4,No chases in residence.,CentralAir,2014,11.5,Central,Gas,90-05,80, CFM,> 80 %,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,"1 Low efficiency toilet(s), 1 High efficiency toilet(s)"
06/29/2016 12:00:00 AM,193083,1995," 1623 E 10 ST Austin, TX, 78702",1248,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,06/29/2016 12:00:00 AM,Single Pane Windows Installed ,"Solar Screens, Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,20.9,No chases in residence.,CentralAir,2008,11.5,Central,Gas,post-06,80,258 CFM,25.80%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Yes,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
08/26/2016 12:00:00 AM,272951,1985," 5726   Shreveport DR Austin, TX, 78727",1248,Jay Hill - austinaes@yahoo.com,(512) 565-2700,AES ,08/26/2016 12:00:00 AM,Single Pane Windows Installed ,trees providing shading. ,LF- Fiberglass & Insulsafe,28.8666666666666,No chases in residence.,CentralAir,2013,11.5,Central,Gas,post-06,80,213 CFM,21.30%,Grey Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
08/23/2016 12:00:00 AM,283827,1968," 1201   Tinnin Ford RD Unit 24 Austin, TX, 78741",1248,Kurt Kunkle,(512) 879-3567,Austin Auditors,08/23/2016 12:00:00 AM,Single Pane Windows Installed ,Building providing shading. ,No Insulation,0,No chases in residence.,HeatPump,,8,Heat Pump,Electric,post-06,60,276 CFM,27.60%,Grey Flex  Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,Electric,2 High efficiency toilet(s)
02/01/2016 12:00:00 AM,308309,1955," 2107   Fortview RD Austin, TX, 78704",1248,Kurt Kunkle,(512) 879-3567,Austin Auditors,02/01/2016 12:00:00 AM,Single Pane Windows Installed ,"Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,28.6,No chases in residence.,CentralAir,1998,9,Central,Gas,90-05,80,150 CFM,15.00%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetrations are sealed,NaturalGas,1 High efficiency toilet(s)
03/08/2016 12:00:00 AM,323369,1967," 6100   Greentree LN Austin, TX, 78745",1248,Chad Roesch,(512) 636-9728,A-1 Energy Audits,03/08/2016 12:00:00 AM,Single Pane Windows Installed ,trees providing shading. ,LF- Rockwool,11.6,No chases in residence.,CentralAir,1999,9,Central,Gas,90-05,80,213 CFM,21.30%,Sheet Metal,N/A,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,"1 Low efficiency toilet(s), 1 High efficiency toilet(s)"
10/13/2016 12:00:00 AM,544252,2002," 3119 E 13TH ST Unit A Austin, TX, 78702",1248,Vance Acker,(512) 922-7522,Green Leaf Energy,10/13/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",,LF- Fiberglass & Insulsafe,15.4,No chases in residence.,CentralAir,2009,11.5,Central,Gas,90-05,80,200 CFM,16.70%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
10/14/2016 12:00:00 AM,721665,2005," 3406   Manchaca  RD Unit 12 Austin, TX, 78704",1248,Coby Sackett,(512) 466-7679,Earth Energy Audits,10/14/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",Tree Cover  providing shading. ,LF- Cellulose,42,No chases in residence.,CentralAir,2006,11.5,Central,Gas,post-06,80,142 CFM,11.80%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetrations are sealed,NaturalGas,3 High efficiency toilet(s)
05/05/2016 12:00:00 AM,273351,1985," 2319   Dowd LN Austin, TX, 78728",1249,Vance Acker,(512) 922-7522,Green Leaf Energy,05/05/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",,LF- Fiberglass & Insulsafe,22,No chases in residence.,CentralAir,1998,9,Central,Gas,90-05,60,150 CFM,12.50%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
01/27/2016 12:00:00 AM,286666,1967," 811 E OLTORF ST Unit A Austin, TX, 78704",1345,Kurt Kunkle,(512) 879-3567,Austin Auditors,01/27/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",,LF- Rockwool,17.4,No chases in residence.,CentralAir,2011,11.5,Central,Gas,post-06,80,298 CFM,37.30%,Grey Flex  ,No,HeatPump,2011,11.5,Heat Pump,Electric,post-06,60, CFM,> 80 %,Grey Flex  ,Yes,No,Plumbing penetrations are sealed,Electric,1 High efficiency toilet(s)
07/11/2016 12:00:00 AM,239750,1968," 8514 E SHENANDOAH DR Austin, TX, 78753",1250,Kyle Bainton,(512) 483-1225,Square House,07/11/2016 12:00:00 AM,Single Pane Windows Installed ,Solar Screens providing shading. ,LF- Fiberglass & Insulsafe,30.8,No chases in residence.,CentralAir,2015,11.5,Central,Gas,90-05,80,149 CFM,18.60%,Mylar Flex  Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,NaturalGas,1 High efficiency toilet(s)
09/14/2016 12:00:00 AM,241354,1950," 1806    Pompton DR Austin, TX, 78757",1250,Dennis Williams,(512) 894-0404,Quality Home Inspections,09/14/2016 12:00:00 AM,Single Pane Windows Installed ,,LF- Fiberglass & Insulsafe,8.8,No chases in residence.,CentralAir,2001,9,Central,Electric,pre-90,60,425 CFM,35.40%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,Renewable,2 Low efficiency toilet(s)
05/02/2016 12:00:00 AM,255017,1981," 8844   Honeysuckle  TRL Austin, TX, 78759",1250,Chad Roesch,(512) 636-9728,A-1 Energy Audits,05/02/2016 12:00:00 AM,Double Pane Windows Installed ,trees providing shading. ,LF- Fiberglass & Insulsafe,29.7,No chases in residence.,CentralAir,2009,11.5,Heat Pump,Electric,post-06,60,137 CFM,17.10%,Sheet Metal,No,CentralAir,2014,11.5,Heat Pump,Electric,post-06,60,94 CFM,15.70%,Mylar Flex  Sheet Metal,Yes,No,Plumbing penetration sealing needed,Electric,2 Low efficiency toilet(s)
09/26/2016 12:00:00 AM,319981,1972," 2600   McGregor DR Austin, TX, 78745",1250,Jay Hill - austinaes@yahoo.com,(512) 565-2700,AES ,09/26/2016 12:00:00 AM,"Single Pane, Double Pane Windows Installed ",,LF- Cellulose,17.5,No chases in residence.,CentralAir,1996,9,Central,Gas,Unknown,80,71 CFM,8.90%,Mylar Flex  Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
01/11/2016 12:00:00 AM,864464,1910," 2614   Willow ST Unit A Austin, TX, 78702",1250,Kurt Kunkle,(512) 879-3567,Austin Auditors,01/11/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,24.2,No chases in residence.,CentralAir,2014,11.5,Central,Gas,post-06,80,135 CFM,13.50%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetrations are sealed,Electric,2 High efficiency toilet(s)
02/22/2016 12:00:00 AM,223923,1966," 6904   Dubuque LN Austin, TX, 78723",1251,Chad Roesch,(512) 636-9728,A-1 Energy Audits,02/22/2016 12:00:00 AM,"Single Pane, storm windows Windows Installed ",trees providing shading. ,LF- Fiberglass & Insulsafe,22,No chases in residence.,CentralAir,2004,9,Central,Gas,90-05,80,146 CFM,18.30%,Duct Board  ,N/A,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,No,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
12/16/2016 12:00:00 AM,328939,1971," 6909   Whispering Oaks DR Austin, TX, 78745",1252,Kurt Kunkle,(512) 879-3567,Austin Auditors,12/16/2016 12:00:00 AM,Single Pane Windows Installed ,Trees providing shading. ,LF- Cellulose,35,No chases in residence.,CentralAir,1992,9,Central,Gas,90-05,80,210 CFM,17.50%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
12/05/2016 12:00:00 AM,250408,1979," 1711   HARLIQUIN RUN   Austin, TX, 78758",1253,SAM BRUCE,(512) 467-0005,GREEN ZONE HOME,12/05/2016 12:00:00 AM,Single Pane Windows Installed ,Awnings providing shading. ,LF- Fiberglass & Insulsafe,13.2,No chases in residence.,CentralAir,1999,9,Central,Gas,90-05,80,200 CFM,20.00%,Grey Flex  Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Yes,Plumbing penetrations are sealed,NaturalGas,2 Low efficiency toilet(s)
05/04/2016 12:00:00 AM,118354,1940," 1713 W 29th ST Austin, TX, 78703",1254,Chad Roesch,(512) 636-9728,A-1 Energy Audits,05/04/2016 12:00:00 AM,"Single Pane, Double Pane Windows Installed ",trees providing shading. ,LF- Rockwool,29,No chases in residence.,CentralAir,2002,9,Central,Gas,90-05,80,164 CFM,16.40%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,No,Plumbing penetration sealing needed,NaturalGas,1 High efficiency toilet(s)
03/04/2016 12:00:00 AM,191150,1940," 2602   HIDALGO ST Austin, TX, 78702",1254,KURT KUNKLE,(512) 879-3567,AUSTIN AUDITORS,03/04/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings,  providing shading. ",LF- Cellulose,23.0095693779904,No chases in residence.,CentralAir,2004,9,Central,Gas,90-05,80,102 CFM,8.50%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetrations are sealed,NaturalGas,3 Low efficiency toilet(s)
07/25/2016 12:00:00 AM,213973,1970," 5408   Manor RD Austin, TX, 78723",1254,Vance Acker,(512) 922-7522,Green Leaf Energy,07/25/2016 12:00:00 AM,Single Pane Windows Installed ,,LF- Fiberglass & Insulsafe,22,No chases in residence.,CentralAir,2006,11.5,Central,Gas,post-06,80,210 CFM,17.50%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 Low efficiency toilet(s)
01/11/2016 12:00:00 AM,332784,1975," 903   Bodark  LN Austin, TX, 78745",1255,Coby Sackett,(512) 466-7679,Earth Energy Audits,01/11/2016 12:00:00 AM,"Single Pane, Double Pane, Low E Windows Installed ","Awnings, Tree Cover  providing shading. ",LF- Cellulose,23.2505976095617,No chases in residence.,CentralAir,2014,11.5,Central,Gas,post-06,80,217 CFM,21.70%,Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
04/18/2016 12:00:00 AM,321118,1973," 2526   Mc Gregor DR Austin, TX, 78745",1256,Kurt Kunkle,(512) 879-3567,Austin Auditors,04/18/2016 12:00:00 AM,Single Pane Windows Installed ,"Solar Screens, Trees providing shading. ",LF- Cellulose,17.5,No chases in residence.,CentralAir,2000,9,Central,Gas,90-05,80,598 CFM,42.70%,Grey Flex  Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,NaturalGas,Unknown
11/15/2016 12:00:00 AM,323089,1965," 402   Gate Tree LN Austin, TX, 78745",1256,Jay Hill - austinaes@yahoo.com,(512) 565-2700,AES ,11/15/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",,LF- Fiberglass & Insulsafe,35.2,No chases in residence.,CentralAir,2016,11.5,Central,Gas,post-06,80,67 CFM,8.40%,Mylar Flex  ,N/A,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
01/12/2016 12:00:00 AM,511792,1973," 2608 S COCKBURN DR Austin, TX, 78745",1256,Kyle Bainton,(512) 483-1225,Square House,01/12/2016 12:00:00 AM,Single Pane Windows Installed ,,LF- Cellulose,20.8253055355859,No chases in residence.,CentralAir,2003,9,Central,Gas,90-05,80,141 CFM,14.10%,Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
12/19/2015 12:00:00 AM,555879,1975," 4807   Yucca Hill DR Austin, TX, 78744",1256,Dennis Williams,(512) 894-0404,Quality Home Inspections,12/19/2015 12:00:00 AM,Single Pane Windows Installed ,,LF- Fiberglass & Insulsafe,30.8,Insulate and/or seal open building chases.,CentralAir,1999,9,Central,Gas,90-05,80,526 CFM,65.80%,Grey Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetration sealing needed,Electric,2 High efficiency toilet(s)
08/10/2016 12:00:00 AM,484531,1999," 7501   Shadowridge Run   Unit 113 Austin, TX, 78749",1257,Jason French,(512) 563-3913,Green Austin Energy Audits,08/10/2016 12:00:00 AM,"Single Pane, Double Pane Windows Installed ","Solar Screens, Natural providing shading. ",LF- Fiberglass & Insulsafe,28.6,No chases in residence.,CentralAir,1999,9,Central,Gas,90-05,80,221 CFM,22.10%,Mylar Flex  ,No,None,,8,None,Electric,post-06,80,N/A,N/A,No second duct system,Yes,No,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
05/18/2016 12:00:00 AM,510279,2000," 7501   Shadowridge Run   Unit 162 Austin, TX, 78749",1257,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,05/18/2016 12:00:00 AM,Single Pane Windows Installed ,"Solar Screens, Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,20.9,No chases in residence.,CentralAir,1999,9,Central,Gas,90-05,80,71 CFM,8.90%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
11/09/2016 12:00:00 AM,531940,2001," 7501   SHADOWRIDGE RUN   Unit 132 Austin, TX, 78749",1257,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,11/09/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Solar Screens, Awnings providing shading. ",LF- Fiberglass & Insulsafe,23.1,No chases in residence.,CentralAir,2014,11.5,Central,Gas,post-06,80,79 CFM,7.90%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
06/07/2016 12:00:00 AM,545115,1972," 6108   Parliament DR Austin, TX, 78724",1258,Robert Scott,(512) 986-7045,Green Collar Operations,06/07/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings,  providing shading. ",LF- Fiberglass & Insulsafe,9.75389507154213,No chases in residence.,CentralAir,,8,Central,Gas,Unknown,60, CFM,> 80 %,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
01/21/2016 12:00:00 AM,112039,1982," 1706   Summit View Pl.    Unit 4 Austin, TX, 78703",1259,Coby Sackett,(512) 466-7679,Earth Energy Audits,01/21/2016 12:00:00 AM,"Single Pane, Double Pane, Low E, Storm Windows Windows Installed ","Awnings, Tree Cover  providing shading. ",No Access,19,No chases in residence.,CentralAir,2010,11.5,Central,Gas,post-06,80,245 CFM,20.40%,Mylar Flex  Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
01/11/2016 12:00:00 AM,239484,1955," 7713   Lazy LN Austin, TX, 78757",1260,Coby Sackett,(512) 466-7679,Earth Energy Audits,01/11/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",Awnings providing shading. ,LF- Fiberglass & Insulsafe,39.6,No chases in residence.,CentralAir,2000,9,Central,Gas,90-05,80,204 CFM,20.40%,Mylar Flex  Sheet Metal,Yes,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Yes,Plumbing penetration sealing needed,Electric,2 High efficiency toilet(s)
02/02/2016 12:00:00 AM,243296,1964," 9002   Slayton DR Austin, TX, 78753",1260,Vance Acker,(512) 922-7522,Green Leaf Energy,02/02/2016 12:00:00 AM,Single Pane Windows Installed ,,Batts- Fiberglass,22.4,No chases in residence.,Window Unit,,8,None,Gas,Unknown,60,N/A,N/A,No duct system,N/A,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
01/07/2016 12:00:00 AM,284293,1934," 209 E Live Oak  ST Unit A Austin, TX, 78704",1260,Kurt Kunkle,(512) 879-3567,Austin Auditors,01/07/2016 12:00:00 AM,Single Pane Windows Installed ,"Awnings, Trees providing shading. ",Batts- Fiberglass,19.2,No chases in residence.,CentralAir,2015,11.5,Central,Gas,post-06,80, CFM,> 80 %,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,No,Plumbing penetrations are sealed,NaturalGas,1 High efficiency toilet(s)
01/28/2016 12:00:00 AM,205243,1940," 2902   French Place   Austin, TX, 78722",1261,Kurt Kunkle,(512) 879-3567,Austin Auditors,01/28/2016 12:00:00 AM,"Single Pane, Double Pane, Low E Windows Installed ","Solar Screens,  providing shading. ",LF- Fiberglass & Insulsafe,26.4,No chases in residence.,CentralAir,2010,11.5,Central,Gas,post-06,80,211 CFM,26.40%,Grey Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Yes,Plumbing penetration sealing needed,NaturalGas,1 Low efficiency toilet(s)
08/01/2016 12:00:00 AM,283579,1956," 1329    Bonham  TER Austin, TX, 78704",1261,Coby Sackett,(512) 466-7679,Earth Energy Audits,08/01/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Tree Cover  providing shading. ",No Access,11,No chases in residence.,CentralAir,1996,9,Central,Gas,90-05,80, CFM,0.00%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,1 High efficiency toilet(s)
12/07/2016 12:00:00 AM,198448,1928," 1604 E 13th ST Unit A Austin, TX, 78702",1262,Jay Hill - austinaes@yahoo.com,(512) 565-2700,AES ,12/07/2016 12:00:00 AM,"Single Pane, Double Pane, Low E Windows Installed ",,LF- Fiberglass & Insulsafe,35.2,No chases in residence.,CentralAir,2015,11.5,Central,Gas,post-06,80,94 CFM,9.40%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,No,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
12/30/2016 12:00:00 AM,226106,1953," 2602 W 48th ST Austin, TX, 78731",1263,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,12/30/2016 12:00:00 AM,"Single Pane, Double Pane Windows Installed ","Solar Screens, Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,35.2,No chases in residence.,CentralAir,2008,11.5,Central,Gas,post-06,80,92 CFM,9.20%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
10/03/2016 12:00:00 AM,256197,1980," 11108   Parkfield DR Unit B Austin, TX, 78758",1263,Kurt Kunkle,(512) 879-3567,Austin Auditors,10/03/2016 12:00:00 AM,Single Pane Windows Installed ,Trees providing shading. ,LF- Fiberglass & Insulsafe,22,No chases in residence.,CentralAir,2004,9,Central,Gas,90-05,80,171 CFM,17.10%,Grey Flex  ,Yes,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
08/27/2016 12:00:00 AM,757181,2006," 2931   Eckert ST Unit A Austin, TX, 78722",1263,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,08/27/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",No Access,26,No chases in residence.,CentralAir,2007,11.5,Central,Gas,post-06,80, CFM,> 80 %,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
10/12/2016 12:00:00 AM,R78098,1975," 10036   WOODLAND VILLAGE DR Austin, TX, 78750",1264,Vance Acker,(512) 922-7522,Green Leaf Energy,10/12/2016 12:00:00 AM,Single Pane Windows Installed ,,LF- Fiberglass & Insulsafe,17.6,No chases in residence.,CentralAir,2006,11.5,Central,Gas,90-05,80,210 CFM,21.00%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 Low efficiency toilet(s)
03/29/2016 12:00:00 AM,373081,1995," 732   Patchway  LN Austin, TX, 78748",1265,Coby Sackett,(512) 466-7679,Earth Energy Audits,03/29/2016 12:00:00 AM,Single Pane Windows Installed ,"Solar Screens, Solar Film, Awnings, Tree Cover  providing shading. ",LF- Fiberglass & Insulsafe,35.2,No chases in residence.,CentralAir,2000,9,Central,Gas,post-06,80,241 CFM,20.10%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
10/11/2016 12:00:00 AM,509489,1958," 4710   Roundup  TRL Austin, TX, 78745",1265,Coby Sackett,(512) 563-3913,Green Austin Energy Audits,10/11/2016 12:00:00 AM,Single Pane Windows Installed ,"Awnings, Tree Cover  providing shading. ",LF- Cellulose,31.5,No chases in residence.,CentralAir,2004,9,Central,Gas,90-05,80,186 CFM,23.30%,Sheet Metal,Yes,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,1 High efficiency toilet(s)
